단어(0) : 		품사 :  SW 
단어(5274) : 호가		품사 : NNG 
단어(5275) : 행성		품사 : NNG 
단어(5276) : 이대로		품사 : MAG 
단어(5277) : 골격		품사 : NNG 
단어(5278) : 제일은행		품사 : NNP 
단어(5279) : 행세		품사 : NNG 
단어(5280) : 감원		품사 : NNG 
단어(5281) : 보무		품사 : NNG 
단어(5282) : 아름		품사 : NNG 
단어(5283) : 병원비		품사 : NNG 
단어(5284) : 무명지		품사 : NNG 
단어(5285) : 거물		품사 : NNG 
단어(5286) : 갱식		품사 : NNG 
단어(5287) : 들려오		품사 : VV 
단어(5288) : 갱신		품사 : NNG 
단어(5289) : 변소		품사 : NNG 
단어(5290) : 反省		품사 : SH 
단어(5291) : 보물		품사 : NNG 
단어(5292) : 이윤정		품사 : NNP 
단어(5293) : 별세		품사 : NNG 
단어(5294) : 산재		품사 : NNG 
단어(5295) : 야당		품사 : NNG 
단어(5296) : Bolingbroke		품사 : SL 
단어(5297) : 슈투트가르트		품사 : NNP 
단어(5298) : 집결		품사 : NNG 
단어(5299) : 필지		품사 : NNG 
단어(5300) : 범위		품사 : NNG 
단어(5301) : 가죽		품사 : NNG 
단어(5302) : 사제		품사 : NNG 
단어(5303) : 솔간		품사 : NNP 
단어(5304) : 한국정신대문제대책위원회		품사 : NNP 
단어(5305) : 소관		품사 : NNG 
단어(5306) : 햇솜		품사 : NNG 
단어(5307) : 석면		품사 : NNG 
단어(5308) : 사정		품사 : NNG 
단어(5309) : 소공		품사 : NNG 
단어(5310) : 서명		품사 : NNG 
단어(5311) : 춘란		품사 : NNG 
단어(5312) : 야단		품사 : NNG 
단어(5313) : 고귀		품사 : XR 
단어(5314) : 진기		품사 : XR 
단어(5315) : 따갑		품사 : VA 
단어(5316) : 평상시		품사 : NNG 
단어(5317) : 동향		품사 : NNG 
단어(5318) : 발행		품사 : NNG 
단어(5319) : 허리		품사 : NNG 
단어(5320) : 타향		품사 : NNG 
단어(5321) : 백패		품사 : NNG 
단어(5322) : 精舍		품사 : SH 
단어(5323) : 주요		품사 : XR 
단어(5324) : 억제력		품사 : NNG 
단어(5325) : 설립		품사 : NNG 
단어(5326) : 가중		품사 : NNG 
단어(5327) : 장사훈		품사 : NNP 
단어(5328) : 혁대		품사 : NNG 
단어(5329) : 천호		품사 : NNP 
단어(5330) : 文化洞		품사 : SH 
단어(5331) : 뮤지컬		품사 : NNG 
단어(5332) : 강요		품사 : NNG 
단어(5333) : 집계		품사 : NNG 
단어(5334) : 구본무		품사 : NNP 
단어(5335) : 그라나다		품사 : NNP 
단어(5336) : 군인신충		품사 : NNG 
단어(5337) : 一一摘發報官治罪一		품사 : SH 
단어(5338) : 관광부		품사 : NNG 
단어(5339) : 여행자		품사 : NNG 
단어(5340) : 토목		품사 : NNG 
단어(5341) : 삭제		품사 : NNG 
단어(5342) : 인간관계		품사 : NNG 
단어(5343) : 증대		품사 : NNG 
단어(5344) : 날리		품사 : VV 
단어(5345) : 林野		품사 : SH 
단어(5346) : 아마		품사 : MAG 
단어(5347) : 야대		품사 : NNG 
단어(5348) : 原糖		품사 : SH 
단어(5349) : 否決		품사 : SH 
단어(5350) : 광대역		품사 : NNG 
단어(5351) : 수백만		품사 : NR 
단어(5352) : 접두사		품사 : NNG 
단어(5353) : 족히		품사 : MAG 
단어(5354) : 성령		품사 : NNG 
단어(5355) : 부용동		품사 : NNP 
단어(5356) : 결의문		품사 : NNG 
단어(5357) : 통례		품사 : NNG 
단어(5358) : 윤점혜		품사 : NNP 
단어(5359) : 구석모		품사 : NNP 
단어(5360) : 큰소리		품사 : NNG 
단어(5361) : 부산외국어대		품사 : NNP 
단어(5362) : 취급		품사 : NNG 
단어(5363) : 김대표		품사 : NNP 
단어(5364) : 교도소		품사 : NNG 
단어(5365) : 볼모		품사 : NNG 
단어(5366) : 악마		품사 : NNG 
단어(5367) : 고급		품사 : NNG 
단어(5368) : 상업		품사 : NNG 
단어(5369) : 살의		품사 : NNG 
단어(5370) : 설마		품사 : MAG 
단어(5371) : 고금		품사 : NNG 
단어(5372) : 八相成道		품사 : SH 
단어(5373) : 개연		품사 : NNG 
단어(5374) : 고기		품사 : NNG 
단어(5375) : 트레킹		품사 : NNG 
단어(5376) : 좌표		품사 : NNG 
단어(5377) : 산적		품사 : NNG 
단어(5378) : 衣前後貼金繡五		품사 : SH 
단어(5379) : 타협		품사 : NNG 
단어(5380) : 학자		품사 : NNG 
단어(5381) : 강원		품사 : NNP 
단어(5382) : 포청천		품사 : NNP 
단어(5383) : 장애아		품사 : NNG 
단어(5384) : 收容		품사 : SH 
단어(5385) : 변수		품사 : NNG 
단어(5386) : 상여		품사 : NNG 
단어(5387) : 對外政策		품사 : SH 
단어(5388) : 욕보이		품사 : VV 
단어(5389) : 상역		품사 : NNG 
단어(5390) : 중국학		품사 : NNG 
단어(5391) : 반환		품사 : NNG 
단어(5392) : 카톨릭		품사 : NNG 
단어(5393) : 살이		품사 : NNG 
단어(5394) : 관공서		품사 : NNG 
단어(5395) : 내란		품사 : NNG 
단어(5396) : 살인		품사 : NNG 
단어(5397) : 萬有神		품사 : SH 
단어(5398) : 건물		품사 : NNG 
단어(5399) : 사족		품사 : NNG 
단어(5400) : 통로		품사 : NNG 
단어(5401) : 해오라기		품사 : NNG 
단어(5402) : 현대		품사 : NNG NNP 
단어(5403) : 언젠가		품사 : MAG 
단어(5404) : 兩柱		품사 : SH 
단어(5405) : 색씨		품사 : NNG 
단어(5406) : 벼슬		품사 : NNG 
단어(5407) : 압력		품사 : NNG 
단어(5408) : Festinger		품사 : SL 
단어(5409) : 동호		품사 : NNP 
단어(5410) : 말보로		품사 : NNP 
단어(5411) : 간주		품사 : NNG 
단어(5412) : 疑惑		품사 : SH 
단어(5413) : 탈피		품사 : NNG 
단어(5414) : 소굴		품사 : NNG 
단어(5415) : 질기		품사 : VA 
단어(5416) : 현달		품사 : NNG 
단어(5417) : 범인		품사 : NNG 
단어(5418) : 사기술		품사 : NNG 
단어(5419) : 상영		품사 : NNG 
단어(5420) : 합작품		품사 : NNG 
단어(5421) : 산정		품사 : NNG 
단어(5422) : 선명		품사 : NNG XR 
단어(5423) : 발현		품사 : NNG 
단어(5424) : 서무		품사 : NNG 
단어(5425) : 베옷		품사 : NNG 
단어(5426) : 사죄		품사 : NNG 
단어(5427) : 가담자		품사 : NNG 
단어(5428) : 탱크		품사 : NNG 
단어(5429) : 서문		품사 : NNG 
단어(5430) : 한인		품사 : NNG 
단어(5431) : 당오제		품사 : NNG 
단어(5432) : 나무		품사 : NNG 
단어(5433) : 갑자		품사 : NNG 
단어(5434) : 발호		품사 : NNG 
단어(5435) : 아멘		품사 : IC 
단어(5436) : 동화		품사 : NNG 
단어(5437) : 핏줄		품사 : NNG 
단어(5438) : 주위		품사 : NNG 
단어(5439) : 법인		품사 : NNG 
단어(5440) : 醫科		품사 : SH 
단어(5441) : 감자		품사 : NNG 
단어(5442) : 징계		품사 : NNG 
단어(5443) : 柩衣		품사 : SH 
단어(5444) : 강위		품사 : NNG 
단어(5445) : 棺材		품사 : SH 
단어(5446) : 상오		품사 : NNG 
단어(5447) : 종합		품사 : NNG 
단어(5448) : 항암		품사 : NNG 
단어(5449) : 콤팩트디스크		품사 : NNG 
단어(5450) : 보민		품사 : NNG 
단어(5451) : 체포		품사 : NNG 
단어(5452) : 한잔		품사 : NNG 
단어(5453) : 서해낚시		품사 : NNP 
단어(5454) : 공갈		품사 : NNG 
단어(5455) : 취양비		품사 : NNG 
단어(5456) : 잎사귀		품사 : NNG 
단어(5457) : 농어가		품사 : NNG 
단어(5458) : 배포		품사 : NNG 
단어(5459) : 동정심		품사 : NNG 
단어(5460) : 내외신		품사 : NNG 
단어(5461) : 한자		품사 : NNG 
단어(5462) : 공감		품사 : NNG 
단어(5463) : 處女		품사 : SH 
단어(5464) : 두절		품사 : NNG 
단어(5465) : 발화		품사 : NNG 
단어(5466) : 無檢		품사 : SH 
단어(5467) : 나물		품사 : NNG 
단어(5468) : 다가서		품사 : VV 
단어(5469) : 지수화풍		품사 : NNG 
단어(5470) : 한일		품사 : NNP 
단어(5471) : 공간		품사 : NNG 
단어(5472) : 오히려		품사 : MAJ 
단어(5473) : 집권		품사 : NNG 
단어(5474) : 촉진		품사 : NNG 
단어(5475) : 飯食		품사 : SH 
단어(5476) : 주의		품사 : NNG 
단어(5477) : 인원수		품사 : NNG 
단어(5478) : 동회		품사 : NNG 
단어(5479) : 헐리		품사 : VV 
단어(5480) : 사주		품사 : NNG 
단어(5481) : 가짜		품사 : NNG 
단어(5482) : 한재		품사 : NNG 
단어(5483) : 각지		품사 : NNG 
단어(5484) : 산림청		품사 : NNG 
단어(5485) : 초짜		품사 : NNG 
단어(5486) : 곶감		품사 : NNG 
단어(5487) : 공개		품사 : NNG 
단어(5488) : 가지		품사 : VV NNB NNG VX 
단어(5489) : 금요일		품사 : NNG 
단어(5490) : 아명		품사 : NNG 
단어(5491) : 혁신가		품사 : NNG 
단어(5492) : 收屍		품사 : SH 
단어(5493) : 하제		품사 : NNP 
단어(5494) : 임영길		품사 : NNP 
단어(5495) : 헤밍웨이		품사 : NNP 
단어(5496) : 휠체어		품사 : NNG 
단어(5497) : 싸리비		품사 : NNG 
단어(5498) : 소금		품사 : NNG 
단어(5499) : 주인		품사 : NNG 
단어(5500) : 소급		품사 : NNG 
단어(5501) : 내력		품사 : NNG 
단어(5502) : 세련		품사 : XR 
단어(5503) : 山水		품사 : SH 
단어(5504) : 고서전		품사 : NNG 
단어(5505) : 병사		품사 : NNG 
단어(5506) : 개요		품사 : NNG 
단어(5507) : 參神		품사 : SH 
단어(5508) : 대내외		품사 : NNG 
단어(5509) : 세력		품사 : NNG 
단어(5510) : 철회		품사 : NNG 
단어(5511) : 소극		품사 : NNG 
단어(5512) : 방송광고공사		품사 : NNP 
단어(5513) : 죽음		품사 : NNG 
단어(5514) : 강의		품사 : NNG 
단어(5515) : 부수상		품사 : NNG 
단어(5516) : 알리		품사 : VV NNP 
단어(5517) : 악명		품사 : NNG 
단어(5518) : 설명		품사 : NNG 
단어(5519) : 수창자		품사 : NNG 
단어(5520) : kbs		품사 : SL 
단어(5521) : 견디		품사 : VV 
단어(5522) : 종헌		품사 : NNG 
단어(5523) : 여보슈		품사 : IC 
단어(5524) : 발전소		품사 : NNG 
단어(5525) : 몽둥이		품사 : NNG 
단어(5526) : 갖은		품사 : MM 
단어(5527) : 악몽		품사 : NNG 
단어(5528) : 헤라		품사 : NNP 
단어(5529) : 할인		품사 : NNG 
단어(5530) : 라파엘		품사 : NNP 
단어(5531) : 박히		품사 : VV 
단어(5532) : 선물		품사 : NNG 
단어(5533) : 섭리		품사 : NNG 
단어(5534) : 李承晩		품사 : SH 
단어(5535) : 외할머니		품사 : NNG 
단어(5536) : 알맞		품사 : VA 
단어(5537) : 불어나		품사 : VV 
단어(5538) : 간증		품사 : NNG 
단어(5539) : 주자		품사 : NNP NNG 
단어(5540) : 개운		품사 : XR 
단어(5541) : 난무		품사 : NNG 
단어(5542) : 죽이		품사 : VV 
단어(5543) : 탄환		품사 : NNG 
단어(5544) : 강자		품사 : NNG 
단어(5545) : 감정		품사 : NNG 
단어(5546) : 세례		품사 : NNG 
단어(5547) : 출력		품사 : NNG 
단어(5548) : 주입		품사 : NNG 
단어(5549) : 상용		품사 : NNG 
단어(5550) : 주임		품사 : NNG 
단어(5551) : 명산대천		품사 : NNG 
단어(5552) : 動靜無間		품사 : SH 
단어(5553) : 곰곰		품사 : MAG 
단어(5554) : 윤갑룡		품사 : NNP 
단어(5555) : 짓궂		품사 : VA 
단어(5556) : 강인		품사 : XR 
단어(5557) : 박정희		품사 : NNP 
단어(5558) : 홍길동전		품사 : NNP 
단어(5559) : 황영식		품사 : NNP 
단어(5560) : 주일		품사 : NNB NNG 
단어(5561) : 황영시		품사 : NNP 
단어(5562) : OPEC		품사 : SL 
단어(5563) : 발효		품사 : NNG 
단어(5564) : 공명심		품사 : NNG 
단어(5565) : 뿔뿔이		품사 : MAG 
단어(5566) : 韓國經濟		품사 : SH 
단어(5567) : 자기도취		품사 : NNG 
단어(5568) : 어구		품사 : NNG 
단어(5569) : 신신당부		품사 : NNG 
단어(5570) : 개원		품사 : NNG 
단어(5571) : 한정		품사 : NNG 
단어(5572) : 부역자		품사 : NNG 
단어(5573) : 그동안		품사 : NNG 
단어(5574) : 어군		품사 : NNG 
단어(5575) : 기업인		품사 : NNG 
단어(5576) : 防衛産業體		품사 : SH 
단어(5577) : 간직		품사 : NNG 
단어(5578) : 주재		품사 : NNG 
단어(5579) : 남매		품사 : NNG 
단어(5580) : 김인후		품사 : NNP 
단어(5581) : 개월		품사 : NNB 
단어(5582) : 호구		품사 : NNG 
단어(5583) : 번지		품사 : VV NNG 
단어(5584) : 호국		품사 : NNG 
단어(5585) : 주장		품사 : NNG 
단어(5586) : 법제		품사 : NNG 
단어(5587) : 총장		품사 : NNG 
단어(5588) : 한전		품사 : NNP 
단어(5589) : 혼곤		품사 : XR 
단어(5590) : 리프트		품사 : NNG 
단어(5591) : 본받		품사 : VV 
단어(5592) : 가입자		품사 : NNG 
단어(5593) : 총재		품사 : NNG 
단어(5594) : 등등		품사 : NNB 
단어(5595) : 평안도		품사 : NNP 
단어(5596) : 법정		품사 : NNG 
단어(5597) : 변신		품사 : NNG 
단어(5598) : 상원		품사 : NNG 
단어(5599) : 쓱쓱		품사 : MAG 
단어(5600) : 수천만		품사 : NR 
단어(5601) : 괴로워하		품사 : VV 
단어(5602) : 소기		품사 : NNG 
단어(5603) : 한적		품사 : NNG 
단어(5604) : 공격		품사 : NNG 
단어(5605) : 생산지		품사 : NNG 
단어(5606) : 그럭저럭		품사 : MAG 
단어(5607) : 차곡차곡		품사 : MAG 
단어(5608) : 방한		품사 : NNG 
단어(5609) : 객원		품사 : NNG 
단어(5610) : 방학		품사 : NNG 
단어(5611) : 루머		품사 : NNG 
단어(5612) : 퍼센트		품사 : NNG 
단어(5613) : 보병		품사 : NNG 
단어(5614) : 敎委		품사 : SH 
단어(5615) : 草竊穿鋒者		품사 : SH 
단어(5616) : 촛점		품사 : NNG 
단어(5617) : 촬영		품사 : NNG 
단어(5618) : 해안		품사 : NNG 
단어(5619) : 간질		품사 : NNG 
단어(5620) : 청하		품사 : VV 
단어(5621) : 산수유		품사 : NNG 
단어(5622) : 呪文		품사 : SH 
단어(5623) : 보길도		품사 : NNP 
단어(5624) : 化身		품사 : SH 
단어(5625) : 아물		품사 : VV 
단어(5626) : 행실		품사 : NNG 
단어(5627) : 디너		품사 : NNG 
단어(5628) : 文化		품사 : SH 
단어(5629) : 아무		품사 : MM NP 
단어(5630) : 행시		품사 : NNG 
단어(5631) : 발휘		품사 : NNG 
단어(5632) : 복병		품사 : NNG 
단어(5633) : 법조		품사 : NNG 
단어(5634) : 트렁크		품사 : NNG 
단어(5635) : 같이		품사 : MAG JKB 
단어(5636) : 허물		품사 : NNG VV 
단어(5637) : 아하스		품사 : NNP 
단어(5638) : 거슬리		품사 : VV 
단어(5639) : 삽입		품사 : NNG 
단어(5640) : 중앙		품사 : NNG 
단어(5641) : 국선도		품사 : NNG 
단어(5642) : 곳곳		품사 : NNG 
단어(5643) : 피차		품사 : NNG 
단어(5644) : 허무		품사 : NNG 
단어(5645) : 기관장		품사 : NNG 
단어(5646) : 태평		품사 : NNG 
단어(5647) : 서민		품사 : NNG 
단어(5648) : 목이세		품사 : NNP 
단어(5649) : 안목		품사 : NNG 
단어(5650) : 넘실거리		품사 : VV 
단어(5651) : 상위		품사 : NNG 
단어(5652) : 병석		품사 : NNG 
단어(5653) : 방해		품사 : NNG 
단어(5654) : 공경		품사 : NNG 
단어(5655) : 사사건건		품사 : MAG 
단어(5656) : 청해		품사 : NNP 
단어(5657) : 사진		품사 : NNG 
단어(5658) : 갈증		품사 : NNG 
단어(5659) : 주정		품사 : NNG 
단어(5660) : 과감		품사 : XR 
단어(5661) : 추리		품사 : VV NNG 
단어(5662) : 黃赤白瘍綠		품사 : SH 
단어(5663) : 疑懼		품사 : SH 
단어(5664) : 半袖		품사 : SH 
단어(5665) : 해양		품사 : NNG 
단어(5666) : 내려다보이		품사 : VV 
단어(5667) : 터지		품사 : VV 
단어(5668) : 탈환		품사 : NNG 
단어(5669) : 방향		품사 : NNG 
단어(5670) : 설문		품사 : NNG 
단어(5671) : 사지		품사 : NNG 
단어(5672) : 송강		품사 : NNP 
단어(5673) : 거봉		품사 : NNG 
단어(5674) : 사직		품사 : NNG 
단어(5675) : 주점		품사 : NNG 
단어(5676) : 조너선		품사 : NNP 
단어(5677) : 강점		품사 : NNG 
단어(5678) : 악물		품사 : VV 
단어(5679) : 한족		품사 : NNP 
단어(5680) : 병세		품사 : NNG 
단어(5681) : 1811		품사 : SN 
단어(5682) : 김덕용		품사 : NNP 
단어(5683) : 주전		품사 : NNG 
단어(5684) : 탐하		품사 : VV 
단어(5685) : 보본		품사 : NNG 
단어(5686) : 서방		품사 : NNG 
단어(5687) : 보복		품사 : NNG 
단어(5688) : 부각		품사 : NNG 
단어(5689) : 부가		품사 : NNG 
단어(5690) : 哀子		품사 : SH 
단어(5691) : 주저		품사 : NNG 
단어(5692) : 공고		품사 : NNG 
단어(5693) : 哀孫		품사 : SH 
단어(5694) : 周易		품사 : SH 
단어(5695) : 함유		품사 : NNG 
단어(5696) : 낙방		품사 : NNG 
단어(5697) : 범죄		품사 : NNG 
단어(5698) : 奉仕		품사 : SH 
단어(5699) : 상응		품사 : NNG 
단어(5700) : 개의		품사 : NNG 
단어(5701) : 낭만		품사 : NNG 
단어(5702) : 검문		품사 : NNG 
단어(5703) : 상의		품사 : NNG 
단어(5704) : 손길		품사 : NNG 
단어(5705) : 계단		품사 : NNG 
단어(5706) : 복숭아		품사 : NNG 
단어(5707) : 추림		품사 : NNG 
단어(5708) : 1821		품사 : SN 
단어(5709) : 강제		품사 : NNG 
단어(5710) : 공과		품사 : NNG 
단어(5711) : 석방		품사 : NNG 
단어(5712) : 성립		품사 : NNG 
단어(5713) : 과객		품사 : NNG 
단어(5714) : 공공		품사 : NNG 
단어(5715) : 강정		품사 : NNG 
단어(5716) : 원숭이		품사 : NNG 
단어(5717) : 게리		품사 : NNP 
단어(5718) : 드럼		품사 : NNG 
단어(5719) : 상봉터미널		품사 : NNP 
단어(5720) : 주제		품사 : NNG 
단어(5721) : 중양		품사 : NNG 
단어(5722) : 압류		품사 : NNG 
단어(5723) : 부르짖		품사 : VV 
단어(5724) : 공관		품사 : NNG 
단어(5725) : 지나		품사 : VV 
단어(5726) : 黃		품사 : SH 
단어(5727) : 베이		품사 : NNP 
단어(5728) : 지난		품사 : NNP 
단어(5729) : 변두리		품사 : NNG 
단어(5730) : 寄與		품사 : SH 
단어(5731) : 개인		품사 : NNG 
단어(5732) : 작은할머니		품사 : NNG 
단어(5733) : 상이		품사 : XR NNG 
단어(5734) : 갖가지		품사 : NNG 
단어(5735) : 틀어박히		품사 : VV 
단어(5736) : 상인		품사 : NNG 
단어(5737) : 黑		품사 : SH 
단어(5738) : 들뜨		품사 : VV 
단어(5739) : 번쩍		품사 : MAG 
단어(5740) : 시각차		품사 : NNG 
단어(5741) : 두환이		품사 : NNP 
단어(5742) : 고서비동		품사 : NNG 
단어(5743) : 라트코		품사 : NNP 
단어(5744) : 통일부		품사 : NNG 
단어(5745) : 혼란기		품사 : NNG 
단어(5746) : 軍司		품사 : SH 
단어(5747) : 남면		품사 : NNP 
단어(5748) : 경축연		품사 : NNG 
단어(5749) : 1837		품사 : SN 
단어(5750) : 1836		품사 : SN 
단어(5751) : 개작		품사 : NNG 
단어(5752) : 과거		품사 : NNG 
단어(5753) : 호기		품사 : NNG 
단어(5754) : 해역		품사 : NNG 
단어(5755) : 어기		품사 : VV 
단어(5756) : 선발		품사 : NNG 
단어(5757) : 암말		품사 : NNG 
단어(5758) : 애로		품사 : NNG 
단어(5759) : 黨		품사 : SH 
단어(5760) : 줄이		품사 : VV 
단어(5761) : 함의		품사 : NNG 
단어(5762) : 不死		품사 : SH 
단어(5763) : 분가		품사 : NNG 
단어(5764) : 상잔		품사 : NNG 
단어(5765) : 본보		품사 : NNG 
단어(5766) : 지내		품사 : VV 
단어(5767) : 政局		품사 : SH 
단어(5768) : 선박		품사 : NNG 
단어(5769) : 강조		품사 : NNG 
단어(5770) : 공교		품사 : XR 
단어(5771) : 농민회		품사 : NNG 
단어(5772) : 새우		품사 : VV NNG 
단어(5773) : 오리니에		품사 : NNP 
단어(5774) : 1842		품사 : SN 
단어(5775) : 혼잣말		품사 : NNG 
